"#",Jurisdiction,Kind,Display Key,Lens ID,Publication Date,Publication Year,Application Number,Application Date,Earliest Priority Date,Title,Applicants,Inventors,Owners,URL,Document Type,Legal Status
747,CN,A,CN 109762847 A,138-105-441-412-621,2019-05-17,2019,CN 201910124955 A,2019-02-20,2019-02-20,AND gate logic operation method based on linear double-stranded DNA molecule connection and application thereof,TIANJIN DAJI TECH CO LTD,LI SHUAI;;SU WEIJUN;;ZHANG CHUNZE,,https://lens.org/138-105-441-412-621,Patent Application,ACTIVE
748,US,A1,US 2020/0025773 A1,004-227-161-669-410,2020-01-23,2020,US 201916526099 A,2019-07-30,2010-07-16,PROTEIN BINDING DOMAINS STABILIZING FUNCTIONAL CONFORMATIONAL STATES OF GPCRS AND USES THEREOF,VIB VZW;;UNIV BRUSSEL VRIJE;;UNIV LELAND STANFORD JUNIOR,STEYAERT JAN;;PARDON ELS;;RASMUSSEN SOREN G F;;FUNG JUAN JOSE;;KOBILKA BRIAN;;LAEREMANS TOON,VIB VZW (2013-02-26);;THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY (2013-02-14);;VRIJE UNIVERSITEIT BRUSSEL (2013-02-26),https://lens.org/004-227-161-669-410,Patent Application,ACTIVE
749,WO,A1,WO 2012/007594 A1,020-581-847-137-437,2012-01-19,2012,EP 2011062288 W,2011-07-18,2010-07-16,PROTEIN BINDING DOMAINS STABILIZING FUNCTIONAL CONFORMATIONAL STATES OF GPCRS AND USES THEREOF,VIB VZW;;UNIV BRUXELLES;;UNIV LELAND STANFORD JUNIOR;;STEYAERT JAN;;PARDON ELS;;LAEREMANS TOON;;KOBILKA BRIAN;;FUNG JUAN;;RASMUSSEN SOEREN,STEYAERT JAN;;PARDON ELS;;LAEREMANS TOON;;KOBILKA BRIAN;;FUNG JUAN;;RASMUSSEN SOEREN,,https://lens.org/020-581-847-137-437,Patent Application,PENDING
750,WO,A1,WO 2012/007593 A1,036-175-070-648-437,2012-01-19,2012,EP 2011062287 W,2011-07-18,2010-07-16,PROTEIN BINDING DOMAINS STABILIZING FUNCTIONAL CONFORMATIONAL STATES OF GPCRS AND USES THEREOF,VIB VZW;;UNIV BRUXELLES;;UNIV LELAND STANFORD JUNIOR;;STEYAERT JAN;;PARDON ELS;;RASMUSSEN SOEREN;;FUNG JUAN;;KOBILKA BRIAN;;LAEREMANS TOON,STEYAERT JAN;;PARDON ELS;;RASMUSSEN SOEREN;;FUNG JUAN;;KOBILKA BRIAN;;LAEREMANS TOON,,https://lens.org/036-175-070-648-437,Patent Application,PENDING
751,CN,A,CN 101157713 A,051-851-378-478-213,2008-04-09,2008,CN 200710047968 A,2007-11-08,2007-11-08,Application of aza crown ether complex as nucleic acid cutting reagent,UNIV TONGJI,TIANMING YAO;;FENGLIAN LI;;XINXIN JING,,https://lens.org/051-851-378-478-213,Patent Application,INACTIVE
752,EP,A1,EP 3557255 A1,081-267-344-018-003,2019-10-23,2019,EP 19169005 A,2011-07-18,2010-07-16,PROTEIN BINDING DOMAINS STABILIZING FUNCTIONAL CONFORMATIONAL STATES OF GPCRS AND USES THEREOF,VIB VZW;;UNIV BRUSSEL VRIJE;;UNIV LELAND STANFORD JUNIOR,STEYAERT JAN;;PARDON ELS;;RASMUSSEN SØREN;;FUNG JUAN;;KOBILKA BRIAN;;LAEREMANS TOON,VIB VZW (2021-01-20);;THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY (2021-01-20);;VRIJE UNIVERSITEIT BRUSSEL (2021-01-20),https://lens.org/081-267-344-018-003,Patent Application,ACTIVE
753,TW,A,TW 202246496 A,121-681-786-699-304,2022-12-01,2022,TW 111102369 A,2022-01-20,2021-01-20,Production of oligosaccharides comprising LN3 as core structure in host cells,INBIOSE NV,AESAERT SOFIE;;BEAUPREZ JOERI;;PETERS GERT;;VERCAUTEREN ANNELIES,,https://lens.org/121-681-786-699-304,Patent of Addition,PENDING
754,CA,A1,CA 2805560 A1,188-021-263-838-325,2012-01-19,2012,CA 2805560 A,2011-07-18,2010-07-16,PROTEIN BINDING DOMAINS STABILIZING FUNCTIONAL CONFORMATIONAL STATES OF GPCRS AND USES THEREOF,VIB VZM;;UNIV BRUXELLES;;UNIV LELAND STANFORD JUNIOR,STEYAERT JAN;;PARDON ELS;;RASMUSSEN SOREN;;FUNG JUAN;;KOBILKA BRIAN;;LAEREMANS TOON,,https://lens.org/188-021-263-838-325,Patent Application,ACTIVE
755,CN,A,CN 115678899 A,059-822-719-094-604,2023-02-03,2023,CN 202110843870 A,2021-07-23,2021-07-23,Bidirectional promoter from enterobacter and application thereof,QINGDAO INST BIOENERGY & BIOPROCESS TECH CAS,ZHANG HAIBO;;LIU LIJUAN;;CHEN GUOQIANG;;BAO WENZHI;;CAO XIAOHE,,https://lens.org/059-822-719-094-604,Patent Application,PENDING
756,WO,A1,WO 2018/005782 A1,044-561-803-159-717,2018-01-04,2018,US 2017/0039976 W,2017-06-29,2016-07-01,MOLECULAR STATE MACHINES,MICROSOFT TECHNOLOGY LICENSING LLC,GANJAM KRIS K,,https://lens.org/044-561-803-159-717,Patent Application,PENDING
757,CN,A,CN 110759909 A,118-554-827-539-148,2020-02-07,2020,CN 201911137251 A,2019-11-19,2019-11-19,"Preparation method for pyrrolo[2,1-a]isoquinoline derivative",UNIV HUAIYIN NORMAL,HU HUAYOU;;LUO ZHENG;;XU SHUANG;;KAN YUHE,,https://lens.org/118-554-827-539-148,Patent Application,ACTIVE
758,US,B2,US 10054598 B2,167-505-349-636-942,2018-08-21,2018,US 201715819500 A,2017-11-21,2010-07-16,Protein binding domains stabilizing functional conformational states of GPCRs and uses thereof,VIB VZW;;UNIV BRUSSEL VRIJE;;UNIV LELAND STANFORD JUNIOR,STEYAERT JAN;;PARDON ELS;;RASMUSSEN SOREN G F;;FUNG JUAN JOSE;;KOBILKA BRIAN;;LAEREMANS TOON,VIB VZW (2013-02-26);;THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY (2013-02-14);;VRIJE UNIVERSITEIT BRUSSEL (2013-02-26),https://lens.org/167-505-349-636-942,Granted Patent,ACTIVE
759,EP,A1,EP 3557257 A1,192-205-838-337-005,2019-10-23,2019,EP 19169028 A,2011-07-18,2010-07-16,PROTEIN BINDING DOMAINS STABILIZING FUNCTIONAL CONFORMATIONAL STATES OF GPCRS AND USES THEREOF,VIB VZW;;UNIV BRUSSEL VRIJE;;UNIV LELAND STANFORD JUNIOR,STEYAERT JAN;;PARDON ELS;;RASMUSSEN SØREN;;FUNG JUAN;;KOBILKA BRIAN;;LAEREMANS TOON,VIB VZW (2021-01-20);;THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY (2021-01-20);;VRIJE UNIVERSITEIT BRUSSEL (2021-01-20),https://lens.org/192-205-838-337-005,Patent Application,PENDING
760,AU,B2,AU 2011/278244 B2,068-872-449-979-040,2016-01-28,2016,AU 2011/278244 A,2011-07-18,2010-07-16,Protein binding domains stabilizing functional conformational states of GPCR and uses thereof,UNIV LELAND STANFORD JUNIOR;;VIB VZW;;UNIV BRUXELLES,STEYAERT JAN;;PARDON ELS;;RASMUSSEN SOREN;;FUNG JUAN;;KOBILKA BRIAN;;LAEREMANS TOON,,https://lens.org/068-872-449-979-040,Granted Patent,ACTIVE
761,US,B1,US 6555692 B1,081-722-742-603-517,2003-04-29,2003,US 92151401 A,2001-08-01,1996-02-26,Preparation and use of bifunctional molecules having DNA sequence binding specificity,CALIFORNIA INST OF TECHN,DERVAN PETER B,CALIFORNIA INSTITUTE OF TECHNOLOGY (2001-10-04),https://lens.org/081-722-742-603-517,Granted Patent,EXPIRED
762,CN,A,CN 110993369 A,089-682-116-629-952,2020-04-10,2020,CN 201911374397 A,2019-12-26,2019-12-26,Polyethylenedioxythiophene/molybdenum disulfide composite fiber and application thereof,UNIV BEIJING TECHNOLOGY,WANG JINSHU;;TENG WEILI;;ZHOU QINQIN;;WANG XUEKAI;;CHE HAIBING;;DU YUCHENG;;LI HONGYI;;HU PENG,,https://lens.org/089-682-116-629-952,Patent Application,DISCONTINUED
763,CN,A,CN 102936577 A,134-664-715-426-779,2013-02-20,2013,CN 201210454163 A,2012-11-14,2012-11-14,Escherichia coli engineering bacterium for synthesizing pinocembrin by using glucose as substrate and application thereof,UNIV JIANGNAN,CHEN JIAN;;ZHOU JINGWEN;;WU JUNJUN;;DU GUOCHENG,,https://lens.org/134-664-715-426-779,Patent Application,ACTIVE
764,US,A1,US 2013/0137856 A1,014-827-607-401-147,2013-05-30,2013,US 201113810657 A,2011-07-18,2010-07-16,PROTEIN BINDING DOMAINS STABILIZING FUNCTIONAL CONFORMATIONAL STATES OF GPCRS AND USES THEREOF,STEYAERT JAN;;PARDON ELS;;LAEREMANS TOON;;RASMUSSEN SOEREN;;KOBILKA BRIAN;;FUNG JUAN,STEYAERT JAN;;PARDON ELS;;LAEREMANS TOON;;RASMUSSEN SOEREN;;KOBILKA BRIAN;;FUNG JUAN,BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY THE (2013-02-07),https://lens.org/014-827-607-401-147,Patent Application,DISCONTINUED
765,CN,A,CN 106987578 A,039-312-354-029-07X,2017-07-28,2017,CN 201710229084 A,2017-04-10,2017-04-10,Terpene synthase for producing koraiol and application of terpene synthase,UNIV WUHAN,HU XIAOYU;;SONG HUIFANG;;ZHANG KEDI;;FU JINGFENG;;HUANG YUTING;;SUN WENQI;;LIU YONGBO;;LU JIANGFENG;;FANG CHENGXIANG;;LIU TIANGANG,,https://lens.org/039-312-354-029-07X,Patent Application,ACTIVE
766,WO,A3,WO 2007/092066 A3,058-049-068-983-878,2007-12-21,2007,US 2006/0044333 W,2006-11-14,2005-11-15,METHOD FOR CONSTRUCTING A SYNTHETIC INFILTRATION COLLECTION SYSTEM,OASES UK LTD;;JONES ANTHONY;;CAMPBELL ROBERT,JONES ANTHONY;;CAMPBELL ROBERT,,https://lens.org/058-049-068-983-878,Search Report,PENDING
767,CN,A,CN 106046115 A,077-781-875-574-807,2016-10-26,2016,CN 201610375715 A,2016-05-31,2016-05-31,Novel peptide ligand modifying quantum dots,UNIV CHANGZHOU,WANG JIANHAO;;ZHANG CHENDENG;;QIU LIN;;JIANG PENGJU;;LIU LI;;WANG CHELI;;TENG YIWAN;;CHEN YAO,,https://lens.org/077-781-875-574-807,Patent Application,ACTIVE
768,EP,A1,EP 3557254 A1,099-046-221-291-821,2019-10-23,2019,EP 19169004 A,2011-07-18,2010-07-16,PROTEIN BINDING DOMAINS STABILIZING FUNCTIONAL CONFORMATIONAL STATES OF GPCRS AND USES THEREOF,VIB VZW;;UNIV BRUSSEL VRIJE;;UNIV LELAND STANFORD JUNIOR,STEYAERT JAN;;PARDON ELS;;RASMUSSEN SØREN;;FUNG JUAN;;KOBILKA BRIAN;;LAEREMANS TOON,VIB VZW (2021-01-20);;THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY (2021-01-20);;VRIJE UNIVERSITEIT BRUSSEL (2021-01-20),https://lens.org/099-046-221-291-821,Patent Application,ACTIVE
769,CN,A,CN 114196607 A,129-578-377-122-147,2022-03-18,2022,CN 202111642567 A,2021-12-29,2021-12-29,Construction method and application of zymomonas mobilis for producing PHB,UNIV HUBEI,YANG SHIHUI;;LI YANG;;HE QIAONING,,https://lens.org/129-578-377-122-147,Patent Application,ACTIVE
770,US,B2,US 11422832 B2,141-426-716-458-000,2022-08-23,2022,US 201916450641 A,2019-06-24,2016-07-01,Molecular state machines using HDR template insertion,MICROSOFT TECHNOLOGY LICENSING LLC,GANJAM KRIS K,MICROSOFT TECHNOLOGY LICENSING LLC (2017-06-14),https://lens.org/141-426-716-458-000,Granted Patent,ACTIVE
771,WO,A1,WO 2011/121544 A1,171-932-199-155-49X,2011-10-06,2011,IB 2011051337 W,2011-03-29,2010-03-29,"PEPTIDE NUCLEICACID PROBE, KIT AND METHOD FOR DETECTION AND/OR QUANTIFICATION OF SALMONELLA SPP. AND APPLICATIONS THEREOF",UNIV DO MINHO;;RIBEIRO PINTO DE OLIVEIRA AZEVEDO NUNO FILIPE;;LOPES DA COSTA VIEIRA MARIA JOAO;;FERNANDES ALMEIDA CARINA MANUELA;;KEEVIL CHARLES WILLIAM,RIBEIRO PINTO DE OLIVEIRA AZEVEDO NUNO FILIPE;;LOPES DA COSTA VIEIRA MARIA JOAO;;FERNANDES ALMEIDA CARINA MANUELA;;KEEVIL CHARLES WILLIAM,,https://lens.org/171-932-199-155-49X,Patent Application,PENDING
772,CN,A,CN 106011164 A,002-906-792-918-382,2016-10-12,2016,CN 201610340212 A,2016-05-20,2016-05-20,"Genetic element, expression vector and application of genetic element and expression vector",UNIV TIANJIN,YUAN YINGJIN;;CAO YINGXIU;;XIAO WENHAI;;ZHANG JINLAI;;DING MINGZHU,,https://lens.org/002-906-792-918-382,Patent Application,ACTIVE
773,CN,Y,CN 2518854 Y,036-068-270-370-94X,2002-10-30,2002,CN 02221218 U,2002-01-08,2002-01-08,Aerator,RENFU BIOLOG ENVIRONMENTAL PRO,JIANG KANGYU;;KLE ZHIPING;;HE YUNYONG,,https://lens.org/036-068-270-370-94X,Limited Patent,EXPIRED
774,CN,A,CN 112176036 A,025-043-694-117-630,2021-01-05,2021,CN 201910607829 A,2019-07-05,2019-07-05,Single molecule collection method and system,UNIV SCIENCE & TECHNOLOGY CHINA,LUO ZHAOFENG;;HE LIQUN;;CHEN JINYU;;FANG XIAONA;;HE LEI;;ZHANG LIYUN;;SHENG LIUSI,,https://lens.org/025-043-694-117-630,Patent Application,DISCONTINUED
775,EP,A1,EP 3557256 A1,048-976-247-013-185,2019-10-23,2019,EP 19169025 A,2011-07-18,2010-07-16,PROTEIN BINDING DOMAINS STABILIZING FUNCTIONAL CONFORMATIONAL STATES OF GPCRS AND USES THEREOF,VIB VZW;;UNIV BRUSSEL VRIJE;;UNIV LELAND STANFORD JUNIOR,STEYAERT JAN;;PARDON ELS;;RASMUSSEN SØREN;;FUNG JUAN;;KOBILKA BRIAN;;LAEREMANS TOON,VIB VZW (2021-01-20);;THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY (2021-01-20);;VRIJE UNIVERSITEIT BRUSSEL (2021-01-20),https://lens.org/048-976-247-013-185,Patent Application,DISCONTINUED
776,CN,A,CN 108396034 A,080-215-672-410-089,2018-08-14,2018,CN 201710065770 A,2017-02-06,2017-02-06,Method for improving cell-free system protein synthesis,J1 BIOTECH CO LTD,LIU TIANGANG;;XU YANCHENG;;ZHANG YUCHEN;;HUANG QIANYIN,,https://lens.org/080-215-672-410-089,Patent Application,DISCONTINUED
777,CN,A,CN 106906201 A,106-185-546-062-180,2017-06-30,2017,CN 201710229627 A,2017-04-10,2017-04-10,Terpenoid synthase for producing nerolidol and application thereof,UNIV WUHAN,HU XIAOYU;;SONG HUIFANG;;ZHANG KEDI;;FU JINGFENG;;HUANG YUTING;;SUN WENQI;;LIU YONGBO;;LU JIANGFENG;;FANG CHENGXIANG;;LIU TIANGANG,,https://lens.org/106-185-546-062-180,Patent Application,ACTIVE
778,RU,C1,RU 2125090 C1,128-356-017-550-463,1999-01-20,1999,RU 97118584 A,1997-10-28,1997-10-28,"EXPRESSION EUCARYOTIC VECTOR ""P CAT-3"" FOR CLONING FOREIGN DNA FRAGMENTS AND INVESTIGATION OF SIGNALS OF POSTTRANSCRIPTION CONTROL OF GENE EXPRESSION CONTAINING IN FRAGMENTS",INST MOLEKULJARNOJ BIOLOG IM V;;TA RAN,SARAFANOV A G;;KOZLOV JU V,,https://lens.org/128-356-017-550-463,Granted Patent,EXPIRED
779,US,A1,US 2019/0332396 A1,151-890-132-399-475,2019-10-31,2019,US 201916450641 A,2019-06-24,2016-07-01,MOLECULAR STATE MACHINES,MICROSOFT TECHNOLOGY LICENSING LLC,GANJAM KRIS K,MICROSOFT TECHNOLOGY LICENSING LLC (2017-06-14),https://lens.org/151-890-132-399-475,Patent Application,ACTIVE
780,CN,A,CN 112844500 A,156-620-755-441-504,2021-05-28,2021,CN 201911190242 A,2019-11-28,2019-11-28,One-step preparation method of polyelectrolyte microcapsule based on aqueous two-phase system,DALIAN INST CHEM & PHYSICS CAS,QIN JIANHUA;;LIU HAITAO;;WANG HUI,,https://lens.org/156-620-755-441-504,Patent Application,DISCONTINUED
781,US,A1,US 2019/0292537 A1,184-335-195-879-075,2019-09-26,2019,US 201716317078 A,2017-07-11,2016-07-12,Prokaryotic Argonaute Proteins and Uses Thereof,UNIV WAGENINGEN,VAN DER OOST JOHN;;HEGGE JORRIT WIETZE,WAGENINGEN UNIVERSITEIT (2019-01-08),https://lens.org/184-335-195-879-075,Patent Application,DISCONTINUED
782,US,B2,US 10078088 B2,046-512-976-505-480,2018-09-18,2018,US 201715816505 A,2017-11-17,2010-07-16,Protein binding domains stabilizing functional conformational states of GPCRs and uses thereof,VIB VZW;;UNIV BRUSSEL VRIJE;;UNIV LELAND STANFORD JUNIOR,STEYAERT JAN;;PARDON ELS;;RASMUSSEN SOREN G F;;FUNG JUAN JOSE;;KOBILKA BRIAN;;LAEREMANS TOON,VIB VZW (2013-02-26);;THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY (2013-02-14);;VRIJE UNIVERSITEIT BRUSSEL (2013-02-26),https://lens.org/046-512-976-505-480,Granted Patent,ACTIVE
783,US,A1,US 2022/0099683 A1,087-245-171-185-196,2022-03-31,2022,US 202117507492 A,2021-10-21,2010-07-16,PROTEIN BINDING DOMAINS STABILIZING FUNCTIONAL CONFORMATIONAL STATES OF GPCRS AND USES THEREOF,VIB VZW;;UNIV BRUSSEL VRIJE;;UNIV LELAND STANFORD JUNIOR,STEYAERT JAN;;PARDON ELS;;RASMUSSEN SOREN G F;;FUNG JUAN JOSE;;KOBILKA BRIAN;;LAEREMANS TOON,VIB VZW (2013-02-26);;THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY (2013-02-14);;VRIJE UNIVERSITEIT BRUSSEL (2013-02-26),https://lens.org/087-245-171-185-196,Patent Application,PENDING
784,US,B2,US 11162954 B2,170-848-435-821-901,2021-11-02,2021,US 201916526129 A,2019-07-30,2010-07-16,Protein binding domains stabilizing functional conformational states of GPCRs and uses thereof,VIB VZW;;UNIV BRUSSEL VRIJE;;UNIV LELAND STANFORD JUNIOR;;BOARD OF TRUSTEES LELAND STANFORD JR UNIV,STEYAERT JAN;;PARDON ELS;;RASMUSSEN SOREN G F;;FUNG JUAN JOSE;;KOBILKA BRIAN;;LAEREMANS TOON,VIB VZW (2013-02-26);;THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY (2013-02-14);;VRIJE UNIVERSITEIT BRUSSEL (2013-02-26),https://lens.org/170-848-435-821-901,Granted Patent,ACTIVE
785,US,B2,US 9689872 B2,187-054-640-485-209,2017-06-27,2017,US 201615236398 A,2016-08-13,2010-07-16,Protein binding domains stabilizing functional conformational states of GPCRs and uses thereof,VIB VZW;;UNIV BRUSSEL VRIJE;;UNIV LELAND STANFORD JUNIOR,STEYAERT JAN;;FUNG JUAN JOSE;;KOBILKA BRIAN;;LAEREMANS TOON;;PARDON ELS;;RASMUSSEN SOREN G F,VIB VZW (2013-02-26);;THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY (2013-02-14);;VRIJE UNIVERSITEIT BRUSSEL (2013-02-26),https://lens.org/187-054-640-485-209,Granted Patent,ACTIVE
786,US,A1,US 2016/0347842 A1,076-349-174-465-991,2016-12-01,2016,US 201615236398 A,2016-08-13,2010-07-16,PROTEIN BINDING DOMAINS STABILIZING FUNCTIONAL CONFORMATIONAL STATES OF GPCRS AND USES THEREOF,VIB VZW;;UNIV BRUSSEL VRIJE;;UNIV LELAND STANFORD JUNIOR,STEYAERT JAN;;FUNG JUAN JOSE;;KOBILKA BRIAN;;LAEREMANS TOON;;PARDON ELS;;RASMUSSEN SOREN G F,VIB VZW (2013-02-26);;THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY (2013-02-14);;VRIJE UNIVERSITEIT BRUSSEL (2013-02-26),https://lens.org/076-349-174-465-991,Patent Application,ACTIVE
787,CN,A,CN 109415725 A,093-661-645-678-778,2019-03-01,2019,CN 201780041484 A,2017-06-29,2016-07-01,MOLECULAR STATE MACHINES,MICROSOFT TECHNOLOGY LICENSING LLC,GANJAM KRIS K,,https://lens.org/093-661-645-678-778,Patent Application,DISCONTINUED
788,CN,A,CN 110117326 A,162-088-536-121-075,2019-08-13,2019,CN 201810115849 A,2018-02-06,2018-02-06,Xanthohumol-related protein and application thereof in stabilizing products in xanthohumol synthesis pathway,INST GENETICS & DEVELOPMENTAL BIOLOGY CAS,WANG GUODONG;;BAN ZHAONAN,,https://lens.org/162-088-536-121-075,Patent Application,ACTIVE
789,WO,A1,WO 2021/077581 A1,172-852-485-864-306,2021-04-29,2021,CN 2019126014 W,2019-12-17,2019-10-24,"ENGINEERED YEAST FOR FERMENTATION PRODUCTION OF CHONDROITIN SULFATE, AND USE THEREOF",BLOOMAGE BIOTECHNOLOGY CORP LTD;;UNIV JIANGNAN,KANG ZHEN;;JIN XUERONG;;CHEN JIAN;;DU GUOCHENG;;LI JIANGHUA;;ZHANG TIANMENG,,https://lens.org/172-852-485-864-306,Patent Application,PENDING
790,CN,A,CN 110791512 A,047-375-149-114-345,2020-02-14,2020,CN 201810867889 A,2018-08-02,2018-08-02,"Screening and identification of glycosyl transferases GjUGT94E13 and GjUGT74F8 participating in crocin synthesis, and application",INST MED PLANT DEV CAMS,SONG JINGYUAN;;PU XIANGDONG;;XU ZHICHAO;;GAO RANRAN,,https://lens.org/047-375-149-114-345,Patent Application,ACTIVE
791,US,A1,US 2019/0383827 A1,112-718-971-960-391,2019-12-19,2019,US 201916526101 A,2019-07-30,2010-07-16,PROTEIN BINDING DOMAINS STABILIZING FUNCTIONAL CONFORMATIONAL STATES OF GPCRS AND USES THEREOF,VIB VZW;;UNIV BRUSSEL VRIJE;;UNIV LELAND STANFORD JUNIOR,STEYAERT JAN;;PARDON ELS;;RASMUSSEN SOREN G F;;FUNG JUAN JOSE;;KOBILKA BRIAN;;LAEREMANS TOON,VIB VZW (2013-02-26);;THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY (2013-02-14);;VRIJE UNIVERSITEIT BRUSSEL (2013-02-26),https://lens.org/112-718-971-960-391,Patent Application,DISCONTINUED
792,US,B2,US 10436796 B2,151-367-281-049-456,2019-10-08,2019,US 201816172191 A,2018-10-26,2010-07-16,Protein binding domains stabilizing functional conformational states of GPCRs and uses thereof,VIB VZW;;UNIV BRUSSEL VRIJE;;UNIV LELAND STANFORD JUNIOR,STEYAERT JAN;;PARDON ELS;;RASMUSSEN SOREN G F;;FUNG JUAN JOSE;;KOBILKA BRIAN;;LAEREMANS TOON,VIB VZW (2013-02-26);;THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY (2013-02-14);;VRIJE UNIVERSITEIT BRUSSEL (2013-02-26),https://lens.org/151-367-281-049-456,Granted Patent,ACTIVE
793,US,A1,US 2018/0100865 A1,170-819-937-969-954,2018-04-12,2018,US 201715819500 A,2017-11-21,2010-07-16,PROTEIN BINDING DOMAINS STABILIZING FUNCTIONAL CONFORMATIONAL STATES OF GPCRS AND USES THEREOF,VIB VZW;;UNIV BRUSSEL VRIJE;;UNIV LELAND STANFORD JUNIOR,STEYAERT JAN;;PARDON ELS;;RASMUSSEN SOREN G F;;FUNG JUAN JOSE;;KOBILKA BRIAN;;LAEREMANS TOON,VIB VZW (2013-02-26);;THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY (2013-02-14);;VRIJE UNIVERSITEIT BRUSSEL (2013-02-26),https://lens.org/170-819-937-969-954,Patent Application,ACTIVE
794,WO,A4,WO 2011/121544 A4,177-955-567-270-169,2011-12-01,2011,IB 2011051337 W,2011-03-29,2010-03-29,"PEPTIDE NUCLEICACID PROBE, KIT AND METHOD FOR DETECTION AND/OR QUANTIFICATION OF SALMONELLA SPP. AND APPLICATIONS THEREOF",UNIV DO MINHO;;RIBEIRO PINTO DE OLIVEIRA AZEVEDO NUNO FILIPE;;LOPES DA COSTA VIEIRA MARIA JOAO;;FERNANDES ALMEIDA CARINA MANUELA;;KEEVIL CHARLES WILLIAM,RIBEIRO PINTO DE OLIVEIRA AZEVEDO NUNO FILIPE;;LOPES DA COSTA VIEIRA MARIA JOAO;;FERNANDES ALMEIDA CARINA MANUELA;;KEEVIL CHARLES WILLIAM,,https://lens.org/177-955-567-270-169,Patent Application,PENDING
795,CN,B,CN 102061302 B,175-382-507-832-125,2012-07-04,2012,CN 201010560367 A,2010-11-26,2010-11-26,Synthetic method of enterokinase light chain gene and preparation method of expression product of enterokinase light chain gene,YANGTZE RIVER PHARMACEUTICAL GROUP BEIJING HAIYAN PHARMACEUTICAL CO LTD,TONG ZHANG;;SONG JIANG;;ZIYI YANG;;GUANGWEI LI;;MIAOSHU YUE;;XIAOWEN LI,,https://lens.org/175-382-507-832-125,Granted Patent,INACTIVE
796,US,A1,US 2019/0049463 A1,046-973-236-764-550,2019-02-14,2019,US 201816172191 A,2018-10-26,2010-07-16,PROTEIN BINDING DOMAINS STABILIZING FUNCTIONAL CONFORMATIONAL STATES OF GPCRS AND USES THEREOF,VIB VZW;;UNIV BRUSSEL VRIJE;;UNIV LELAND STANFORD JUNIOR,STEYAERT JAN;;PARDON ELS;;RASMUSSEN SOREN G F;;FUNG JUAN JOSE;;KOBILKA BRIAN;;LAEREMANS TOON,VIB VZW (2013-02-26);;THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY (2013-02-14);;VRIJE UNIVERSITEIT BRUSSEL (2013-02-26),https://lens.org/046-973-236-764-550,Patent Application,ACTIVE
797,US,A1,US 2017/0153245 A1,029-537-397-806-726,2017-06-01,2017,US 201715409285 A,2017-01-18,2010-07-16,PROTEIN BINDING DOMAINS STABILIZING FUNCTIONAL CONFORMATIONAL STATES OF GPCRS AND USES THEREOF,VIB VZW;;UNIV BRUSSEL VRIJE;;UNIV LELAND STANFORD JUNIOR,STEYAERT JAN;;PARDON ELS;;RASMUSSEN SOREN G F;;FUNG JUAN JOSE;;KOBILKA BRIAN;;LAEREMANS TOON,VIB VZW (2013-02-26);;THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY (2013-02-14);;VRIJE UNIVERSITEIT BRUSSEL (2013-02-26),https://lens.org/029-537-397-806-726,Patent Application,ACTIVE
798,CN,A,CN 113881675 A,109-501-913-816-521,2022-01-04,2022,CN 202111255374 A,2021-10-27,2021-10-27,Paracoccus denitrificans ammonium salt inducible promoter,UNIV JIANGNAN,ZHOU SHENGHU;;DENG YU;;NIU XIAOQIAN;;ZHAO YUNYING;;MAO YIN;;LI GUOHUI,,https://lens.org/109-501-913-816-521,Patent Application,PENDING
799,WO,A1,WO 2018/011236 A1,124-934-772-575-927,2018-01-18,2018,EP 2017067462 W,2017-07-11,2016-07-12,PROKARYOTIC ARGONAUTE PROTEINS AND USES THEREOF,UNIV WAGENINGEN,VAN DER OOST JOHN;;HEGGE JORRIT WIETZE,,https://lens.org/124-934-772-575-927,Patent Application,PENDING
